65,213,24,40,0,4,0,0,0,0
81,396,48,40,0,14,1,1,660,0
91,527,45,43,0,21,2,2,360,0
103,528,57,55,0,18,3,4,810,0
111,458,38,64,0,14,2,4,802,0
116,458,49,70,0,7,4,7,800,0
102,503,44,56,0,18,6,8,1014,1
107,560,65,54,0,10,3,5,960,0
200,1256,70,95,0,66,12,26,1675,1
171,861,59,90,0,23,3,14,2812,1
155,805,59,68,0,22,1,3,1160,0
117,535,41,49,0,16,1,2,1095,0
117,590,49,48,0,28,5,15,1782,1
152,853,68,64,0,22,2,6,1970,0
82,412,56,40,0,18,4,6,925,0
118,643,50,48,0,20,5,10,1134,1
132,849,48,58,0,47,10,20,1044,1
116,559,56,58,0,23,3,4,924,0
181,908,57,78,0,38,8,10,612,0
165,850,77,75,0,31,2,4,930,0
201,872,51,82,0,43,4,4,635,0
221,1257,68,99,0,45,12,16,577,1
163,683,58,76,0,21,2,5,1010,0
187,950,52,83,0,30,7,11,781,0
159,816,61,80,0,22,2,2,1260,0
197,1163,56,93,0,51,4,8,835,0
143,932,65,50,0,37,17,27,800,1
164,744,66,72,0,18,4,4,688,0
167,708,69,85,0,24,5,6,580,0
145,682,61,63,0,20,0,0,0,0
575,2293,76,254,0,90,7,10,753,0
285,1229,60,135,0,35,4,9,1050,0
183,668,69,78,0,24,1,1,360,0
145,540,60,73,0,18,1,1,660,0
159,714,54,83,0,24,3,4,727,0
145,715,54,68,0,32,4,7,1460,1
173,834,55,78,0,18,2,2,518,0
123,476,55,62,0,17,3,6,773,0
160,663,65,80,0,15,0,0,0,0
198,890,51,87,0,28,2,2,460,0
204,784,62,91,0,23,1,1,460,0
231,1174,57,105,0,43,2,2,380,0
235,987,52,106,0,41,4,5,1173,0
226,1009,61,109,0,35,7,9,739,0
223,973,63,108,0,36,2,3,705,0
240,1267,54,106,0,48,8,15,1330,1
196,935,46,83,0,55,5,15,1463,1
208,915,43,89,0,27,4,7,973,0
251,1161,45,122,0,54,6,10,1053,1
220,989,66,109,0,28,3,4,460,0
197,821,62,100,0,25,6,10,1223,1
163,637,53,94,0,25,6,8,718,0
150,736,64,74,0,20,4,7,1613,1
227,873,68,126,0,20,4,4,573,0
221,825,69,114,0,18,3,4,810,0
163,664,51,86,0,22,7,13,988,1
165,757,69,78,0,20,2,2,685,0
153,631,68,91,0,17,2,3,845,0
170,723,68,84,0,15,3,5,550,0
104,379,44,54,0,10,2,2,559,0
110,314,44,67,0,11,0,0,0,0
145,481,50,89,0,19,1,1,560,0
124,593,45,65,0,21,6,12,1085,1
158,744,70,77,0,24,5,7,750,0
174,715,57,83,0,24,3,5,810,0
154,585,50,82,0,22,1,1,460,0
171,730,52,73,0,30,2,2,385,0
189,800,45,81,0,39,8,13,729,1
141,624,66,72,0,24,4,6,675,0
135,535,44,65,0,14,3,5,993,0
142,565,70,70,0,18,2,3,1060,0
155,652,59,79,0,36,5,6,818,0
216,1204,66,95,0,47,4,9,1200,0
180,873,66,81,0,35,3,6,1593,0
180,951,52,89,0,30,5,8,689,0
177,715,64,87,0,20,2,2,685,0
169,658,57,89,0,33,1,3,1260,0
234,1107,70,116,0,34,5,9,1238,1
143,745,56,63,0,22,4,7,1510,1
110,457,55,56,0,15,2,2,460,0
120,545,62,58,0,13,5,6,796,0
133,715,67,57,0,23,5,8,979,0
141,498,59,78,0,12,1,2,760,0
267,1296,65,126,0,64,10,15,1266,1
244,1104,61,110,0,55,6,16,1237,1
216,964,64,86,0,37,7,10,1053,1
180,851,57,68,0,40,5,10,1030,0
145,709,57,64,0,15,3,5,684,0
608,2553,68,191,0,191,18,34,579,1
761,2790,71,264,0,134,24,43,727,1
645,2232,80,240,0,45,1,1,310,0
469,1549,60,199,0,40,1,1,460,0
517,2038,77,193,0,141,16,38,839,1
415,1621,64,136,0,76,5,9,502,0
316,1187,70,130,0,29,4,10,1450,1
330,1234,60,137,0,36,3,4,571,0
359,1190,74,150,0,36,1,2,510,0
368,1321,61,138,0,38,4,6,521,0
349,1321,79,141,0,24,3,3,1077,0
361,1497,71,133,0,114,20,38,637,1
362,1314,66,140,0,36,4,9,810,0
261,937,65,117,0,26,4,10,1108,0
296,1017,54,131,0,36,3,5,935,0
346,1203,76,161,0,31,3,5,787,0
334,1530,76,134,0,119,13,37,701,1
344,1792,78,132,0,89,12,21,1073,1
298,1388,74,121,0,54,7,11,623,0
301,1149,81,142,0,31,4,7,910,0
306,1300,73,126,0,64,11,22,664,1
399,1941,78,139,0,94,14,44,958,1
300,1267,79,125,0,32,10,17,512,0
252,1111,76,131,0,12,5,7,830,0
262,1029,70,122,0,20,5,6,908,0
262,1291,76,121,0,38,8,15,948,1
243,1284,77,109,0,44,6,14,1537,1
207,1042,81,93,0,28,3,4,1047,0
209,773,72,98,0,10,2,3,1260,0
214,984,71,71,0,24,2,4,710,0
239,1265,70,88,0,128,26,80,1017,1
232,844,57,97,0,41,8,18,730,1
126,330,44,72,0,0,0,0,0,0
164,410,55,85,0,0,0,0,0,0
119,283,40,54,0,0,0,0,0,0
97,249,39,45,0,0,0,0,0,0
98,242,43,36,0,0,0,0,0,0
86,184,41,46,0,0,0,0,0,0
93,274,52,47,0,0,0,0,0,0
97,246,48,43,0,0,0,0,0,0
97,213,39,46,0,0,0,0,0,0
93,225,38,46,0,0,0,0,0,0
131,352,46,47,0,5,0,0,0,0
292,1249,75,115,0,73,13,28,831,1
223,901,65,90,0,34,6,7,353,0
204,1006,79,65,0,20,4,5,585,0
141,522,70,72,0,12,4,6,1575,1
126,365,47,64,0,4,0,0,0,0
145,682,66,59,0,27,2,4,660,0
141,672,76,64,0,15,4,5,551,0
147,570,62,68,0,13,0,0,0,0
126,511,67,64,0,14,2,4,1860,0
124,570,68,43,0,18,3,6,2477,1
94,353,57,42,0,7,1,1,256,0
135,673,59,45,0,68,13,31,727,1
140,659,62,34,0,48,11,20,790,1
140,567,60,30,0,24,3,3,360,0
118,385,53,31,0,9,1,1,360,0
132,447,55,48,0,8,2,2,2860,1
110,369,67,47,0,8,1,2,2560,0
89,283,62,24,0,1,0,0,0,0
92,352,49,31,0,16,1,1,760,0
120,576,72,31,0,16,1,1,460,0
145,503,62,44,0,12,0,0,0,0
194,921,55,48,0,18,3,4,400,0
134,418,61,66,0,8,0,0,0,0
143,492,59,54,0,25,3,6,1057,0
125,451,62,48,0,3,1,1,200,0
114,423,49,42,0,8,1,2,610,0
135,475,59,36,0,58,10,28,1076,1
156,579,62,32,0,59,17,41,639,1
140,543,53,42,0,26,10,15,505,0
118,453,67,30,0,28,6,9,493,0
124,443,62,38,0,17,5,10,780,0
125,356,48,36,0,8,2,3,510,0
120,345,51,32,0,11,2,3,435,0
105,317,54,34,0,11,1,1,60,0
174,569,55,54,0,25,2,4,560,0
240,947,78,46,0,31,7,12,735,0
182,640,78,53,0,11,1,1,360,0
125,445,62,33,0,3,0,0,0,0
124,362,50,45,0,15,0,0,0,0
178,754,66,39,0,78,12,29,990,1
152,545,67,36,0,43,6,10,527,0
165,521,58,51,26,53,21,45,583,1
164,668,72,37,33,51,6,16,721,0
146,514,73,39,24,33,10,23,730,1
129,423,64,34,19,24,4,9,673,0
190,937,67,50,42,51,10,27,1063,1
192,907,61,45,41,46,2,3,422,0
180,659,65,46,32,28,8,15,766,1
160,535,69,41,28,15,1,1,460,0
184,687,70,46,28,19,1,2,1060,0
180,975,74,48,36,89,21,34,1025,1
198,809,62,48,38,64,12,30,743,1
173,704,67,41,38,39,9,17,650,1
165,607,58,49,32,34,8,14,579,0
139,504,57,38,19,27,8,19,840,1
145,565,48,29,30,15,2,2,685,0
173,669,57,49,27,35,6,6,334,0
245,918,75,66,35,28,2,3,435,0
251,988,69,65,24,36,12,20,699,1
171,728,73,33,20,58,13,23,719,1
149,471,49,56,11,37,9,26,837,1
141,579,58,32,20,36,8,11,404,0
139,589,70,38,26,31,9,16,938,1
130,426,47,38,25,6,0,0,0,0
129,484,61,30,21,16,1,1,310,0
118,425,47,39,18,15,0,0,0,0
95,364,53,29,17,8,0,0,0,0
88,315,44,22,10,15,0,0,0,0
96,318,51,23,16,1,0,0,0,0
272,797,60,95,29,30,12,14,506,1
300,1197,49,72,54,65,16,17,512,1
240,815,65,68,43,51,10,17,848,1
232,882,54,61,35,32,10,14,658,1
331,1077,60,88,31,45,18,24,674,1
205,750,63,72,26,36,12,15,610,1
237,818,67,78,39,18,3,3,578,0
283,781,56,85,45,47,13,15,553,1
284,871,56,81,46,32,9,13,711,1
275,1004,57,91,43,33,12,12,499,1
277,998,68,71,47,41,6,9,827,0
275,970,58,87,39,36,11,13,551,1
249,1008,61,67,34,30,10,18,838,1
248,1129,64,50,35,98,21,54,795,1
251,1120,68,41,50,100,22,53,825,1
251,1024,53,49,41,39,10,12,474,0
193,671,48,62,26,31,5,6,308,0
214,853,55,50,32,56,22,43,680,1
193,681,50,56,28,54,13,20,539,1
189,658,52,57,25,31,6,7,421,0
255,982,52,65,45,76,32,59,591,1
193,715,46,44,34,53,10,22,685,1
149,566,52,26,28,15,7,9,514,0
171,691,54,37,28,65,17,27,570,1
155,625,45,48,28,41,8,11,547,0
174,670,63,45,27,31,11,16,533,1
157,628,53,35,33,55,15,25,628,1
162,733,52,33,23,43,10,14,559,0
153,484,45,41,34,30,5,11,827,0
191,680,58,41,43,57,13,27,739,1
218,828,46,43,37,72,21,40,705,1
212,887,50,47,30,72,13,24,519,1
238,985,53,48,33,73,14,29,695,1
1947,5774,86,567,93,398,115,176,525,1
590,1612,60,158,36,98,14,26,713,1
886,3308,64,168,106,245,48,78,733,1
490,1765,56,110,79,136,30,53,818,1
281,906,58,80,39,55,13,34,962,1
244,989,72,37,50,76,12,21,625,1
211,854,44,7,52,47,17,25,518,1
200,904,56,24,39,61,12,28,877,1
207,876,53,36,26,64,14,27,612,1
206,757,55,59,31,31,11,16,810,1
211,750,56,46,24,36,7,13,989,1
213,784,53,53,26,52,20,42,695,1
215,676,46,51,25,56,8,17,636,0
295,1094,54,63,38,86,59,89,477,1
186,703,57,56,26,47,10,22,645,1
354,1248,51,68,132,98,15,36,807,1
273,874,61,74,27,75,11,16,609,1
169,570,53,44,23,41,3,3,727,0
197,672,50,53,24,32,5,13,740,0
238,869,49,68,45,45,8,13,494,0
161,640,44,31,23,35,9,15,602,0
239,1236,60,0,56,87,18,32,622,1
782,3115,71,72,68,181,20,36,713,1
393,1595,70,65,43,95,24,56,966,1
321,1590,79,74,58,123,22,50,763,1
307,1286,68,47,54,81,13,26,699,1
275,1237,63,39,36,66,6,22,1678,1
271,1107,66,38,58,67,10,19,744,1
318,1446,67,38,42,100,51,106,696,1
271,1317,68,29,41,75,15,28,820,1
306,1359,87,57,45,76,19,39,675,1
283,1253,73,37,54,69,15,30,927,1
256,1115,68,49,38,74,11,18,607,1
314,1320,67,37,53,67,12,27,728,1
268,1137,67,33,44,79,12,28,704,1
247,1067,74,40,46,73,16,31,572,1
285,1235,67,39,51,84,15,31,654,1
345,1526,72,50,60,92,14,26,769,1
300,1456,81,43,57,93,14,25,622,1
318,1219,60,53,74,78,5,12,933,0
375,1447,60,63,104,97,12,33,846,1
419,1603,65,66,103,72,8,11,479,0
553,2379,68,85,0,194,74,131,539,1
385,1374,65,72,0,84,9,16,503,0
356,1467,77,57,0,62,11,20,936,1
351,1322,59,58,0,83,7,16,1109,1
334,1319,76,44,0,82,10,16,562,0
369,1478,74,44,0,86,10,17,662,1
424,2050,69,56,0,93,9,22,835,1
371,1535,58,60,0,111,26,62,742,1
359,1179,67,54,0,66,15,34,1023,1
336,1254,74,67,0,62,13,23,797,1
304,1394,74,39,0,80,9,15,621,0
390,1583,68,56,0,101,17,34,1294,1
416,1379,61,59,0,83,9,18,776,1
387,1657,75,62,0,82,12,20,672,1
409,1571,69,60,0,79,10,19,676,1
371,1365,66,57,0,89,12,34,1155,1
375,1544,68,58,0,83,11,16,470,0
425,1543,66,66,0,125,56,98,676,1
365,1431,76,56,0,85,8,12,592,0
370,1532,77,49,0,102,19,42,716,1
357,1563,68,49,0,99,14,28,713,1
308,1188,66,50,0,77,11,24,618,1
359,1463,74,57,0,92,17,37,968,1
355,1299,67,70,0,99,28,49,780,1
342,1333,70,69,0,74,16,31,869,1
274,1043,71,46,0,52,14,23,772,1
302,1174,65,32,0,70,15,36,764,1
307,1196,68,31,0,63,10,21,663,1
395,1861,78,46,0,121,12,27,729,1
369,1974,78,54,0,103,13,29,1023,1
432,2089,78,58,0,128,49,92,631,1
674,2814,92,66,0,128,11,19,760,1
1692,5507,102,125,0,277,33,71,1217,1
601,2439,88,78,0,111,14,28,659,1
555,2814,89,70,0,183,25,47,752,1
571,3212,85,83,0,176,34,66,972,1
481,2518,95,76,0,83,10,19,599,1
385,1890,96,67,0,74,9,16,1642,1
268,1348,86,61,0,40,4,9,1698,1
284,1405,86,49,0,68,9,11,751,1
334,1513,88,48,0,52,6,8,777,0
364,1758,95,52,0,72,7,16,1153,1
263,1112,91,43,0,31,2,3,660,0
351,1475,89,56,0,82,15,36,720,1
351,1952,100,39,72,140,22,49,708,1
607,2719,96,63,70,169,27,51,863,1
389,1908,87,53,61,108,10,17,636,1
352,1521,82,44,82,99,13,33,860,1
339,1405,95,39,84,100,12,24,644,1
626,2593,92,167,66,133,44,97,790,1
593,2631,92,188,96,151,22,81,1589,1
649,2508,91,198,109,157,20,39,655,1
505,2239,108,129,94,129,12,32,1172,1
569,2955,109,156,99,158,21,54,972,1
706,3693,103,148,187,180,22,46,804,1
613,2916,103,140,172,178,21,37,677,1
527,2461,94,112,147,148,20,33,511,1
491,2393,111,121,118,137,23,58,1071,1
516,2554,97,120,133,145,22,44,715,1
480,2573,110,119,134,144,23,46,852,1
488,2167,99,121,130,127,13,19,579,1
795,4081,111,181,159,213,99,172,541,1
635,3013,111,146,140,150,18,37,804,1
456,2240,105,107,131,113,16,47,1058,1
435,2047,109,101,102,94,17,27,907,1
453,1793,106,109,111,86,11,21,1062,1
388,1653,109,98,98,69,11,16,950,1
405,1886,97,93,109,91,14,23,589,1
394,2125,111,95,120,114,12,33,929,1
485,2464,106,109,137,119,12,30,845,1
425,2079,110,97,109,97,19,42,738,1
394,2099,101,97,91,100,15,31,731,1
421,1996,98,99,100,124,14,35,1044,1
374,1634,103,98,103,84,15,31,1643,1
368,1896,106,90,114,97,10,17,631,1
439,2446,108,107,134,120,11,28,763,1
482,2704,122,98,156,114,15,35,652,1
428,2432,106,102,117,145,21,51,1017,1
418,2216,118,109,120,130,14,38,969,1
473,2655,105,103,127,142,9,23,1339,1
569,2948,112,136,121,169,64,147,764,1
378,1667,114,105,103,87,14,23,958,1
420,2091,110,98,109,101,12,21,609,1
410,2023,117,96,105,102,17,36,666,1
379,2046,138,97,105,106,6,13,615,0
372,1732,106,90,99,93,15,27,1036,1
372,1915,98,79,108,98,14,32,804,1
343,2068,111,84,95,134,13,38,1008,1
330,1629,111,90,98,85,15,45,1215,1
383,1969,108,90,127,122,14,36,1036,1
400,1940,106,88,124,106,7,15,763,0
522,2366,111,146,132,134,26,48,686,1
545,2305,112,165,104,116,11,18,1676,1
492,2600,114,121,117,136,15,25,1045,1
1099,3309,109,462,112,174,20,47,1057,1
532,1888,111,164,107,115,8,29,1198,1
379,1650,103,95,97,70,11,22,599,1
446,2110,110,111,95,113,14,27,1216,1
416,1862,110,117,97,114,16,27,707,1
338,1887,107,78,71,106,12,20,823,1
368,1863,106,96,71,132,13,43,1121,1
365,1817,116,99,80,102,13,34,1404,1
314,1545,115,91,68,85,7,14,834,1
327,1742,106,74,90,87,12,24,888,1
413,2097,114,87,87,98,16,39,816,1
365,1802,113,98,62,100,8,18,665,0
374,1976,113,101,68,66,8,12,528,0
359,2231,124,80,65,112,7,19,957,1
530,2412,122,164,69,131,15,42,1206,1
393,2275,119,100,77,120,15,25,979,1
397,2421,136,90,80,100,12,31,1598,1
424,2186,121,95,93,127,12,29,881,1
442,2554,122,96,99,185,56,123,718,1
353,1602,110,93,84,55,9,20,1155,1
353,2066,113,94,70,75,15,31,660,1
374,2170,120,87,81,146,10,22,1028,1
320,1803,125,79,72,94,12,23,1049,1
310,1865,113,57,72,97,6,14,940,1
326,1715,114,69,77,107,12,33,946,1
319,1712,123,71,84,96,15,35,785,1
657,2666,120,223,90,100,14,29,914,1
636,3132,129,153,149,119,14,35,883,1
410,2025,117,100,78,102,33,73,700,1
269,1310,108,66,53,61,7,20,894,1
284,1339,106,69,61,42,3,9,1090,0
272,1348,111,66,79,37,3,7,1050,0
262,1302,111,61,54,30,3,4,2043,1
443,2077,124,114,147,86,4,9,885,0
339,1691,117,95,87,58,2,3,610,0
271,1252,122,73,52,32,7,13,836,1
334,1836,117,102,63,55,3,11,1487,0
393,2102,121,119,90,66,6,17,1203,1
346,1659,120,104,72,50,1,4,1410,0
315,1649,118,89,59,106,15,42,894,1
321,1638,115,88,71,81,9,15,644,1
292,1406,115,70,0,77,11,33,913,1
291,1395,115,83,0,66,15,37,863,1
239,1346,113,60,0,66,8,24,1317,1
305,1657,120,60,0,82,4,5,623,0
303,1527,109,74,0,86,7,18,881,1
407,2264,124,113,0,126,18,32,754,1
409,2852,126,91,0,128,7,16,724,0
404,2073,116,91,0,106,9,20,810,1
385,2300,131,91,0,137,11,27,1417,1
1245,5250,134,322,0,323,56,134,748,1
701,2740,118,159,0,106,8,17,792,1
543,2295,126,124,0,107,17,40,836,1
459,2031,118,127,0,120,19,38,700,1
508,2490,125,125,0,141,9,30,963,1
421,2094,121,84,0,92,9,23,1205,1
440,2010,120,99,0,111,16,44,1084,1
419,2060,121,107,0,96,15,39,1202,1
437,2110,122,102,0,102,7,20,837,1
595,3750,124,115,0,209,30,71,820,1
448,2366,122,97,0,92,8,22,1141,1
465,2096,119,119,0,75,9,19,870,1
479,2421,126,108,0,135,20,48,903,1
452,1769,120,127,0,81,7,16,881,1
418,1777,122,92,0,84,9,18,622,0
446,2089,120,89,0,69,7,21,1013,1
568,2581,121,142,0,110,14,29,688,1
453,2169,121,113,0,103,16,52,1569,1
518,2325,122,107,0,98,14,24,628,1
470,2185,121,111,0,109,11,36,994,1
352,1714,116,74,0,96,13,34,1008,1
270,1409,120,80,0,64,14,40,996,1
287,1588,112,47,0,114,16,30,683,1
309,1652,119,69,0,80,4,10,937,0
290,1342,112,71,0,88,15,27,680,1
280,1437,117,72,0,77,11,31,940,1
304,1361,120,74,0,61,9,24,1080,1
254,1075,113,73,0,66,8,23,1411,1
268,1328,124,64,0,51,4,13,1145,0
286,1227,113,73,0,45,2,5,620,0
329,1364,117,80,0,59,6,20,987,1
416,2154,124,92,0,116,26,51,606,1
464,1727,124,161,0,86,6,13,771,0
344,1621,126,94,0,61,10,22,933,1
308,1340,124,91,0,55,7,15,1046,1
335,1674,122,82,0,77,7,13,565,0
375,1670,124,89,0,47,3,5,773,0
400,1900,120,96,0,92,10,29,996,1
322,1676,118,82,0,60,8,20,1193,1
358,1546,122,87,0,93,20,50,1122,1
282,1119,116,64,0,55,5,14,766,0
462,1748,115,129,0,98,10,23,904,1
305,1283,123,99,0,54,9,25,1502,1
265,1430,120,56,0,78,4,9,819,0
280,1432,117,76,0,36,8,15,619,0
283,1365,134,87,0,56,5,11,852,0
288,1581,125,71,0,81,7,13,712,0
321,1657,127,96,0,113,8,16,650,0
259,1640,128,61,0,65,6,19,1152,1
293,1409,124,74,0,65,10,17,800,1
351,1521,126,95,0,41,5,8,468,0
440,1876,127,120,0,87,7,15,696,0
424,1908,133,110,0,95,8,17,760,1
382,1800,131,94,0,63,10,28,837,1
401,2192,132,89,0,61,6,14,817,0
404,1764,130,98,0,62,12,26,801,1
359,1639,137,102,0,82,9,19,969,1
297,1526,117,65,0,57,9,20,747,1
590,2529,140,168,0,117,8,21,1085,1
452,1772,127,139,0,47,8,22,937,1
326,1313,130,89,0,54,3,4,583,0
329,1279,122,90,0,59,9,23,933,1
573,2711,143,154,0,118,7,13,899,1
610,3042,147,142,122,160,55,127,766,1
373,1939,142,72,96,94,12,27,1430,1
314,2216,142,64,83,142,9,26,1916,1
304,1181,127,75,72,44,3,7,1273,0
339,1754,152,81,73,107,13,30,1153,1
349,1868,151,85,82,79,4,7,1080,0
311,1582,144,80,58,56,10,25,1046,1
292,1526,132,71,57,69,14,24,665,1
326,1535,148,100,68,58,6,10,617,0
379,1705,137,105,71,72,13,21,851,1
250,1079,134,68,60,52,7,22,959,1
257,1011,132,69,74,39,2,4,620,0
298,1498,141,81,89,89,6,10,721,0
281,1487,144,84,83,92,8,16,731,1
279,1471,145,77,69,62,12,36,1177,1
343,1972,149,75,121,81,7,15,609,0
465,2401,147,117,137,111,10,20,774,1
409,2329,147,108,98,95,19,31,713,1
346,2025,159,72,112,125,12,26,820,1
407,1840,151,116,122,92,6,17,1210,1
310,1656,145,85,80,101,10,47,1548,1
268,1118,135,69,82,66,2,2,277,0
361,1609,148,84,99,66,3,8,700,0
391,1744,146,90,107,115,15,32,723,1
371,1787,139,111,96,84,10,23,953,1
351,1709,139,90,85,106,10,34,1124,1
431,1961,141,102,89,127,9,26,809,1
407,2061,151,100,83,99,8,14,702,0
355,1585,140,108,96,55,5,9,537,0
379,1598,139,95,110,65,4,8,645,0
397,1948,160,87,94,94,2,3,635,0
548,2668,141,126,113,144,37,75,618,1
345,1507,141,89,99,60,4,16,1000,0
651,2817,165,225,107,126,7,16,737,0
403,1827,146,128,71,88,4,5,438,0
392,2054,148,104,87,100,10,24,802,1
375,1978,135,84,98,110,7,11,553,0
355,1565,136,86,102,101,12,25,704,1
266,1059,121,65,68,48,8,19,1203,1
302,1306,137,74,88,69,10,27,1057,1
334,1231,127,87,95,56,6,13,640,0
680,2064,147,283,67,92,5,11,743,0
352,1289,123,118,59,65,4,8,965,0
299,1299,128,83,64,47,8,15,723,1
254,956,130,79,60,52,4,15,1070,0
277,1088,129,87,74,38,7,19,1045,1
228,884,115,67,47,29,5,11,1019,0
226,1008,141,59,54,53,3,9,1151,0
251,1280,128,75,75,52,4,6,785,0
267,1232,127,60,70,52,5,10,646,0
251,1085,136,72,85,34,3,4,679,0
268,1405,142,74,83,40,7,14,788,0
288,1390,131,67,93,74,5,9,802,0
331,1520,133,101,87,57,7,16,818,1
289,1239,132,85,82,54,8,17,685,0
283,1387,129,83,68,102,8,18,744,1
291,1198,123,76,81,55,7,20,1064,1
334,1529,124,79,67,62,8,14,650,0
339,1516,117,75,78,62,6,13,824,0
291,1124,109,67,76,59,8,17,792,1
287,1196,111,71,74,51,4,9,716,0
348,1532,115,80,87,70,15,46,879,1
304,1246,108,72,57,51,6,14,726,0
251,961,107,77,56,31,6,13,781,0
268,1117,107,64,68,48,6,8,466,0
317,1124,116,91,88,62,6,15,983,1
267,1185,111,81,66,61,7,20,1161,1
230,971,112,59,45,55,2,3,600,0
234,774,103,67,60,49,5,7,446,0
228,1016,109,67,68,53,3,5,700,0
218,877,109,60,57,47,2,3,643,0
241,1022,112,63,70,43,9,26,1143,1
275,1032,106,75,66,52,4,5,378,0
276,1202,117,70,68,43,5,11,992,0
264,981,103,67,76,28,4,7,680,0
250,1074,102,63,76,43,5,10,901,0
254,1112,112,75,75,49,3,9,1040,0
298,1173,117,72,66,52,2,5,1234,0
267,1147,108,64,69,40,4,8,1325,0
291,1303,113,65,81,54,8,13,664,0
284,1129,112,74,69,54,5,8,682,0
293,1141,117,75,66,32,2,3,785,0
349,1331,114,100,76,44,3,5,760,0
398,1670,121,106,87,96,20,44,772,1
352,1597,117,87,84,77,10,26,928,1
323,1219,107,81,92,64,6,11,937,0
373,1654,115,97,122,72,6,13,805,0
367,1481,109,105,95,68,6,12,686,0
